customer_id,full_name,email,phone,city,state,country,segment,kyc_status,join_date,credit_score
1028,Asha Verma,asha.verma1028@email.com,9107721109,Bangalore,Karnataka,India,Retail,Verified,2015-03-01,612
1029,Ravi Shukla,ravi.shukla1029@email.com,9176082500,Agra,Uttar Pradesh,India,Retail,Verified,2010-09-15,669
1030,Bhavna Shah,bhavna.shah1030@email.com,9718702544,Jaipur,Rajasthan,India,Corporate,Verified,2012-12-19,846
1031,Ajay Shah,ajay.shah1031@email.com,9807577342,Amritsar,Punjab,India,Retail,Verified,2012-02-12,549
1032,Savitha Das,savitha.das1032@email.com,9165082363,Nagpur,Maharashtra,India,Retail,Pending,2011-03-20,550
1033,Vani Dwivedi,vani.dwivedi1033@email.com,9675832441,Surat,Gujarat,India,SME,Verified,2014-04-19,648
1034,Rohini Kumar,rohini.kumar1034@email.com,9967607278,Nagpur,Maharashtra,India,Retail,Verified,2011-09-10,726
1035,Girish Reddy,girish.reddy1035@email.com,9909134796,Delhi,Delhi,India,Corporate,Verified,2010-05-01,723
1036,Prakash Iyer,prakash.iyer1036@email.com,9276777762,Nagpur,Maharashtra,India,Retail,Verified,2018-12-30,530
1037,Santosh Sharma,santosh.sharma1037@email.com,9554200826,Kanpur,Uttar Pradesh,India,Retail,Verified,2020-03-16,646
1038,Seema Dwivedi,seema.dwivedi1038@email.com,9418587604,Amritsar,Punjab,India,HNI,Verified,2013-06-22,768
1039,Swati Patel,swati.patel1039@email.com,9153839920,Vadodara,Gujarat,India,Corporate,Verified,2017-01-13,714
1040,Bhushan Menon,bhushan.menon1040@email.com,9186019028,Visakhapatnam,Andhra Pradesh,India,SME,Verified,2011-04-11,730
1041,Lakshmi Nair,lakshmi.nair1041@email.com,9711684318,Ludhiana,Punjab,India,Retail,Pending,2019-01-21,561
1042,Asha Natarajan,asha.natarajan1042@email.com,9661333669,Ludhiana,Punjab,India,Retail,Verified,2023-02-03,789
1043,Mohan Chopra,mohan.chopra1043@email.com,9524971817,Jaipur,Rajasthan,India,Retail,Verified,2015-05-10,635
1044,Arun Jha,arun.jha1044@email.com,9592080329,Agra,Uttar Pradesh,India,Retail,Verified,2011-08-18,504
1045,Sudha Sundaram,sudha.sundaram1045@email.com,9474745382,Chennai,Tamil Nadu,India,Retail,Verified,2015-12-13,567
1046,Deepa Malhotra,deepa.malhotra1046@email.com,9756783995,Kolkata,West Bengal,India,Retail,Verified,2022-03-09,654
1047,Manju Rajan,manju.rajan1047@email.com,9383968123,Mumbai,Maharashtra,India,Corporate,Verified,2012-04-28,734
1048,Rajesh Malhotra,rajesh.malhotra1048@email.com,9326161867,Chennai,Tamil Nadu,India,Corporate,Verified,2016-04-27,854
1049,Ananya Bose,ananya.bose1049@email.com,9369639388,Ahmedabad,Gujarat,India,Corporate,Pending,2021-05-03,825
1050,Meera Joshi,meera.joshi1050@email.com,9927982963,Agra,Uttar Pradesh,India,Retail,Verified,2010-01-30,670
1051,Arun Kulkarni,arun.kulkarni1051@email.com,9110382761,Jaipur,Rajasthan,India,Retail,Verified,2019-08-05,787
1052,Rajesh Nair,rajesh.nair1052@email.com,9725464884,Guwahati,Assam,India,Corporate,Verified,2010-10-23,794
1053,Girish Chandran,girish.chandran1053@email.com,9325567963,Nagpur,Maharashtra,India,Retail,Verified,2010-11-23,683
1054,Reena Shah,reena.shah1054@email.com,9354194771,Nashik,Maharashtra,India,Retail,Verified,2019-02-12,579
1055,Manoj Goel,manoj.goel1055@email.com,9940081098,Amritsar,Punjab,India,Retail,Verified,2014-01-09,670
1056,Murali Goel,murali.goel1056@email.com,9945436943,Nashik,Maharashtra,India,SME,Verified,2015-12-26,640
1057,Seema Reddy,seema.reddy1057@email.com,9976803188,Kanpur,Uttar Pradesh,India,SME,Pending,2014-12-28,651
1058,Prasad Das,prasad.das1058@email.com,9808705238,Coimbatore,Tamil Nadu,India,SME,Pending,2015-01-01,606
1059,Ramesh Banerjee,ramesh.banerjee1059@email.com,9788785773,Surat,Gujarat,India,Retail,Verified,2016-04-05,679
1060,Bhavna Banerjee,bhavna.banerjee1060@email.com,9380477683,Nashik,Maharashtra,India,SME,Verified,2010-08-15,629
1061,Vijay Natarajan,vijay.natarajan1061@email.com,9568574364,Jaipur,Rajasthan,India,Retail,Verified,2017-10-02,660
1062,Preeti Subramaniam,preeti.subramaniam1062@email.com,9861052404,Chennai,Tamil Nadu,India,Retail,Verified,2015-09-18,522
1063,Savitha Sharma,savitha.sharma1063@email.com,9563102056,Visakhapatnam,Andhra Pradesh,India,SME,Verified,2014-06-03,693
1064,Deepa Jha,deepa.jha1064@email.com,9644518647,Thiruvananthapuram,Kerala,India,Retail,Verified,2012-10-17,653
1065,Geetha Jha,geetha.jha1065@email.com,9305986733,Nagpur,Maharashtra,India,Retail,Verified,2022-06-08,565
1066,Indira Jha,indira.jha1066@email.com,9423142470,Kanpur,Uttar Pradesh,India,Corporate,Pending,2023-10-22,845
1067,Vani Balaji,vani.balaji1067@email.com,9751397897,Jodhpur,Rajasthan,India,Retail,Verified,2019-08-23,796
1068,Manju Chandra,manju.chandra1068@email.com,9952266893,Indore,Madhya Pradesh,India,Retail,Verified,2021-06-19,742
1069,Tarun Iyer,tarun.iyer1069@email.com,9200273738,Nashik,Maharashtra,India,Retail,Verified,2023-11-21,671
1070,Shiv Shah,shiv.shah1070@email.com,9149621604,Nashik,Maharashtra,India,Retail,Verified,2013-04-22,512
1071,Asha Menon,asha.menon1071@email.com,9718121922,Ludhiana,Punjab,India,SME,Verified,2019-04-19,761
1072,Seema Mukherjee,seema.mukherjee1072@email.com,9935822550,Bhopal,Madhya Pradesh,India,Retail,Verified,2010-02-15,554
1073,Sekhar Verma,sekhar.verma1073@email.com,9698509918,Pune,Maharashtra,India,SME,Verified,2020-06-02,612
1074,Asha Bhatia,asha.bhatia1074@email.com,9700141462,Ranchi,Jharkhand,India,Retail,Verified,2020-06-03,771
1075,Yogesh Chandra,yogesh.chandra1075@email.com,9991816852,Chandigarh,Punjab,India,SME,Verified,2021-04-28,709
1076,Girish Roy,girish.roy1076@email.com,9907214179,Guwahati,Assam,India,Retail,Pending,2020-02-04,632
1077,Asha Mittal,asha.mittal1077@email.com,9394846763,Agra,Uttar Pradesh,India,Retail,Verified,2020-11-13,622
1078,Venkat Nair,venkat.nair1078@email.com,9186519602,Faridabad,Haryana,India,Retail,Verified,2017-03-04,776
1079,Divya Chandran,divya.chandran1079@email.com,9545461013,Kolkata,West Bengal,India,Retail,Verified,2014-10-19,532
1080,Murali Bose,murali.bose1080@email.com,9926561919,Patna,Bihar,India,Retail,Verified,2019-06-04,699
1081,Bhushan Tripathi,bhushan.tripathi1081@email.com,9106330865,Mumbai,Maharashtra,India,SME,Verified,2018-07-14,722
1082,Veena Sinha,veena.sinha1082@email.com,9902638839,Chandigarh,Punjab,India,Retail,Pending,2019-05-26,775
1083,Tarun Venkatesh,tarun.venkatesh1083@email.com,9567975319,Amritsar,Punjab,India,HNI,Verified,2014-12-03,789
1084,Srinivas Mehta,srinivas.mehta1084@email.com,9601856351,Kanpur,Uttar Pradesh,India,Retail,Verified,2019-01-26,584
1085,Arun Anand,arun.anand1085@email.com,9190137896,Patna,Bihar,India,Retail,Verified,2022-08-29,513
1086,Pawan Sen,pawan.sen1086@email.com,9451492250,Hyderabad,Telangana,India,SME,Verified,2015-11-02,697
1087,Swati Dutta,swati.dutta1087@email.com,9370874491,Surat,Gujarat,India,Retail,Pending,2016-03-29,715
1088,Amit Menon,amit.menon1088@email.com,9798086909,Mumbai,Maharashtra,India,Corporate,Verified,2017-11-06,757
1089,Deepa Thakur,deepa.thakur1089@email.com,9121882877,Agra,Uttar Pradesh,India,Retail,Verified,2015-07-19,602
1090,Sudha Chandran,sudha.chandran1090@email.com,9599326438,Kolkata,West Bengal,India,Retail,Verified,2022-08-26,611
1091,Seema Mishra,seema.mishra1091@email.com,9433975497,Chandigarh,Punjab,India,Retail,Verified,2012-07-27,583
1092,Kavitha Natarajan,kavitha.natarajan1092@email.com,9867741192,Mumbai,Maharashtra,India,SME,Verified,2018-06-02,701
1093,Geeta Nair,geeta.nair1093@email.com,9929445037,Vadodara,Gujarat,India,Corporate,Verified,2012-04-14,878
1094,Naresh Khanna,naresh.khanna1094@email.com,9472807202,Nashik,Maharashtra,India,HNI,Verified,2022-09-11,730
1095,Rakesh Sen,rakesh.sen1095@email.com,9551034639,Nashik,Maharashtra,India,Retail,Verified,2017-08-27,506
1096,Srinivas Reddy,srinivas.reddy1096@email.com,9264272995,Nagpur,Maharashtra,India,SME,Verified,2020-04-24,781
1097,Savitha Rao,savitha.rao1097@email.com,9931764920,Meerut,Uttar Pradesh,India,HNI,Verified,2023-10-25,857
1098,Mamta Dutta,mamta.dutta1098@email.com,9991990632,Nagpur,Maharashtra,India,SME,Verified,2017-03-25,662
1099,Pooja Tiwari,pooja.tiwari1099@email.com,9461203124,Guwahati,Assam,India,Retail,Verified,2022-10-13,694
1100,Karan Krishnan,karan.krishnan1100@email.com,9465436049,Ranchi,Jharkhand,India,Retail,Verified,2017-12-16,632
1101,Radha Malhotra,radha.malhotra1101@email.com,9305145276,Ludhiana,Punjab,India,Corporate,Verified,2010-03-25,832
1102,Amit Shah,amit.shah1102@email.com,9793532952,Meerut,Uttar Pradesh,India,Retail,Verified,2015-05-23,743
1103,Ananya Krishnan,ananya.krishnan1103@email.com,9842800803,Indore,Madhya Pradesh,India,Corporate,Verified,2014-12-21,803
1104,Asha Sinha,asha.sinha1104@email.com,9556881239,Nashik,Maharashtra,India,HNI,Verified,2021-11-28,808
1105,Sunil Das,sunil.das1105@email.com,9874473159,Faridabad,Haryana,India,Retail,Verified,2015-03-04,561
1106,Ramesh Chandra,ramesh.chandra1106@email.com,9332341238,Chennai,Tamil Nadu,India,Corporate,Pending,2014-02-25,749
1107,Tarun Menon,tarun.menon1107@email.com,9403867539,Jaipur,Rajasthan,India,Corporate,Rejected,2021-10-07,852
1108,Suresh Mittal,suresh.mittal1108@email.com,9860229059,Ahmedabad,Gujarat,India,Retail,Verified,2016-10-12,507
1109,Rakesh Kumar,rakesh.kumar1109@email.com,9784907325,Jaipur,Rajasthan,India,Retail,Verified,2016-07-21,564
1110,Shiv Krishnan,shiv.krishnan1110@email.com,9572949775,Chennai,Tamil Nadu,India,SME,Verified,2020-07-12,722
1111,Sarala Rao,sarala.rao1111@email.com,9530256336,Delhi,Delhi,India,Retail,Pending,2012-07-23,533
1112,Srinivas Nair,srinivas.nair1112@email.com,9426240903,Vadodara,Gujarat,India,HNI,Verified,2013-05-07,864
1113,Nisha Balaji,nisha.balaji1113@email.com,9932894596,Chandigarh,Punjab,India,Retail,Verified,2023-11-15,615
1114,Naveen Mukherjee,naveen.mukherjee1114@email.com,9427899537,Indore,Madhya Pradesh,India,SME,Verified,2023-03-15,709
1115,Hemant Anand,hemant.anand1115@email.com,9326586581,Delhi,Delhi,India,HNI,Verified,2014-08-30,880
1116,Shobha Jha,shobha.jha1116@email.com,9102873038,Bangalore,Karnataka,India,Retail,Verified,2011-09-07,580
1117,Murali Roy,murali.roy1117@email.com,9859088046,Faridabad,Haryana,India,HNI,Verified,2015-03-12,793
1118,Ganesh Tripathi,ganesh.tripathi1118@email.com,9556489494,Ranchi,Jharkhand,India,Retail,Verified,2015-12-08,601
1119,Rajesh Venkatesh,rajesh.venkatesh1119@email.com,9164035859,Kolkata,West Bengal,India,HNI,Pending,2013-03-11,738
1120,Usha Agarwal,usha.agarwal1120@email.com,9233523720,Coimbatore,Tamil Nadu,India,HNI,Verified,2016-06-22,832
1121,Kalpana Tripathi,kalpana.tripathi1121@email.com,9630208579,Coimbatore,Tamil Nadu,India,Corporate,Pending,2021-03-23,838
1122,Venkat Joshi,venkat.joshi1122@email.com,9127772220,Ludhiana,Punjab,India,Retail,Verified,2017-03-25,628
1123,Pooja Verma,pooja.verma1123@email.com,9821856853,Nashik,Maharashtra,India,SME,Verified,2010-06-19,795
1124,Harish Sundaram,harish.sundaram1124@email.com,9574840200,Delhi,Delhi,India,Corporate,Verified,2021-08-22,866
1125,Radha Rao,radha.rao1125@email.com,9473620340,Vadodara,Gujarat,India,Retail,Verified,2012-01-18,740
1126,Kamala Jha,kamala.jha1126@email.com,9811443654,Chennai,Tamil Nadu,India,SME,Verified,2021-02-10,673
1127,Vani Bansal,vani.bansal1127@email.com,9447112584,Chandigarh,Punjab,India,HNI,Verified,2017-01-20,784
1128,Rajesh Thakur,rajesh.thakur1128@email.com,9682605435,Kanpur,Uttar Pradesh,India,SME,Verified,2010-01-10,768
1129,Kalpana Chatterjee,kalpana.chatterjee1129@email.com,9916033628,Delhi,Delhi,India,Retail,Verified,2021-03-07,726
1130,Meera Pillai,meera.pillai1130@email.com,9620455331,Jaipur,Rajasthan,India,HNI,Pending,2019-10-30,898
1131,Nisha Mehta,nisha.mehta1131@email.com,9691458887,Agra,Uttar Pradesh,India,HNI,Verified,2013-07-21,799
1132,Rahul Balaji,rahul.balaji1132@email.com,9226128312,Nagpur,Maharashtra,India,Retail,Rejected,2012-07-18,736
1133,Pawan Mittal,pawan.mittal1133@email.com,9546129354,Hyderabad,Telangana,India,Retail,Verified,2021-05-31,639
1134,Mamta Menon,mamta.menon1134@email.com,9901325519,Kolkata,West Bengal,India,Retail,Verified,2014-04-11,760
1135,Divya Kapoor,divya.kapoor1135@email.com,9945805127,Bangalore,Karnataka,India,Retail,Verified,2019-04-23,674
1136,Gopal Tiwari,gopal.tiwari1136@email.com,9808605988,Jodhpur,Rajasthan,India,Retail,Verified,2023-03-02,796
1137,Srinivas Kapoor,srinivas.kapoor1137@email.com,9919128302,Hyderabad,Telangana,India,Retail,Verified,2017-06-16,782
1138,Sarita Mukherjee,sarita.mukherjee1138@email.com,9511211819,Indore,Madhya Pradesh,India,SME,Pending,2015-05-11,746
1139,Sneha Khanna,sneha.khanna1139@email.com,9514548900,Chandigarh,Punjab,India,Retail,Verified,2020-08-10,695
1140,Vivek Agarwal,vivek.agarwal1140@email.com,9639331014,Jodhpur,Rajasthan,India,Corporate,Verified,2010-10-31,732
1141,Madhuri Bose,madhuri.bose1141@email.com,9590622789,Ranchi,Jharkhand,India,Retail,Verified,2012-03-27,769
1142,Rahul Dwivedi,rahul.dwivedi1142@email.com,9604111692,Hyderabad,Telangana,India,Retail,Verified,2013-06-18,538
1143,Shobha Bose,shobha.bose1143@email.com,9672972597,Ludhiana,Punjab,India,Corporate,Verified,2017-05-15,872
1144,Santosh Chandra,santosh.chandra1144@email.com,9762992051,Agra,Uttar Pradesh,India,Corporate,Verified,2022-02-19,709
1145,Deepa Shah,deepa.shah1145@email.com,9565973314,Agra,Uttar Pradesh,India,Corporate,Verified,2015-02-07,723
1146,Suresh Rajput,suresh.rajput1146@email.com,9421549249,Agra,Uttar Pradesh,India,Corporate,Verified,2013-09-24,877
1147,Karan Desai,karan.desai1147@email.com,9256304376,Surat,Gujarat,India,Corporate,Verified,2018-05-29,810
1148,Asha Rajan,asha.rajan1148@email.com,9184791618,Nagpur,Maharashtra,India,HNI,Verified,2013-10-24,764
1149,Mahesh Kapoor,mahesh.kapoor1149@email.com,9349310440,Kanpur,Uttar Pradesh,India,HNI,Verified,2023-01-30,756
1150,Kalpana Kulkarni,kalpana.kulkarni1150@email.com,9827579147,Jaipur,Rajasthan,India,Retail,Verified,2020-06-08,647
1151,Sarita Iyer,sarita.iyer1151@email.com,9786055206,Bangalore,Karnataka,India,Retail,Verified,2023-03-07,653
1152,Sekhar Tripathi,sekhar.tripathi1152@email.com,9214518079,Jaipur,Rajasthan,India,Retail,Verified,2018-08-18,747
1153,Prakash Mukherjee,prakash.mukherjee1153@email.com,9991246046,Vadodara,Gujarat,India,Retail,Verified,2016-08-15,511
1154,Vivek Banerjee,vivek.banerjee1154@email.com,9994253959,Jaipur,Rajasthan,India,Retail,Pending,2011-02-06,754
1155,Ganesh Thakur,ganesh.thakur1155@email.com,9766676815,Amritsar,Punjab,India,Retail,Verified,2014-11-30,597
1156,Dinesh Misra,dinesh.misra1156@email.com,9204328975,Chandigarh,Punjab,India,Corporate,Verified,2013-01-25,860
1157,Nitin Deshpande,nitin.deshpande1157@email.com,9886365312,Delhi,Delhi,India,Retail,Verified,2022-12-31,686
1158,Arun Joshi,arun.joshi1158@email.com,9241905500,Thiruvananthapuram,Kerala,India,Retail,Verified,2013-12-09,602
1159,Sarita Malhotra,sarita.malhotra1159@email.com,9985503942,Lucknow,Uttar Pradesh,India,HNI,Pending,2013-09-09,785
1160,Mamta Goel,mamta.goel1160@email.com,9180852074,Coimbatore,Tamil Nadu,India,Corporate,Verified,2012-08-01,819
1161,Sanjay Rajput,sanjay.rajput1161@email.com,9492747974,Kolkata,West Bengal,India,SME,Verified,2018-11-30,742
1162,Pooja Agarwal,pooja.agarwal1162@email.com,9822443971,Kanpur,Uttar Pradesh,India,Retail,Verified,2020-03-14,688
1163,Nidhi Misra,nidhi.misra1163@email.com,9824600232,Jaipur,Rajasthan,India,HNI,Verified,2018-05-02,747
1164,Sneha Menon,sneha.menon1164@email.com,9337691219,Mumbai,Maharashtra,India,HNI,Pending,2017-05-11,876
1165,Pawan Nair,pawan.nair1165@email.com,9538404342,Agra,Uttar Pradesh,India,SME,Pending,2016-10-11,766
1166,Rajesh Kumar,rajesh.kumar1166@email.com,9204359116,Delhi,Delhi,India,SME,Verified,2021-01-18,629
1167,Nalini Dutta,nalini.dutta1167@email.com,9730651895,Lucknow,Uttar Pradesh,India,Corporate,Verified,2022-02-12,807
1168,Nidhi Dwivedi,nidhi.dwivedi1168@email.com,9538211092,Hyderabad,Telangana,India,SME,Verified,2020-12-22,757
1169,Radha Desai,radha.desai1169@email.com,9206681214,Faridabad,Haryana,India,Retail,Verified,2015-04-19,685
1170,Reena Ghosh,reena.ghosh1170@email.com,9396225446,Patna,Bihar,India,SME,Verified,2011-05-12,701
1171,Ramesh Singh,ramesh.singh1171@email.com,9786650291,Ranchi,Jharkhand,India,SME,Verified,2014-10-04,764
1172,Yogesh Mehta,yogesh.mehta1172@email.com,9320337809,Delhi,Delhi,India,Corporate,Verified,2012-10-28,844
1173,Deepa Mittal,deepa.mittal1173@email.com,9931471931,Chandigarh,Punjab,India,HNI,Verified,2015-03-24,804
1174,Sanjay Agarwal,sanjay.agarwal1174@email.com,9680051935,Guwahati,Assam,India,HNI,Verified,2013-03-31,753
1175,Dinesh Goel,dinesh.goel1175@email.com,9484659715,Pune,Maharashtra,India,Retail,Pending,2012-12-15,507
1176,Prakash Natarajan,prakash.natarajan1176@email.com,9664880035,Surat,Gujarat,India,Retail,Verified,2012-11-04,715
1177,Rajesh Chauhan,rajesh.chauhan1177@email.com,9585337126,Bangalore,Karnataka,India,Retail,Verified,2021-07-06,555
1178,Gopal Verma,gopal.verma1178@email.com,9591819409,Ludhiana,Punjab,India,Retail,Verified,2021-09-11,654
1179,Pawan Mehta,pawan.mehta1179@email.com,9215923129,Delhi,Delhi,India,SME,Verified,2019-07-25,775
1180,Srinivas Shukla,srinivas.shukla1180@email.com,9170525764,Thiruvananthapuram,Kerala,India,Retail,Pending,2017-03-23,575
1181,Arun Tiwari,arun.tiwari1181@email.com,9741444618,Ludhiana,Punjab,India,HNI,Verified,2017-04-17,817
1182,Padma Pandey,padma.pandey1182@email.com,9798916441,Indore,Madhya Pradesh,India,HNI,Verified,2012-07-26,887
1183,Aman Balaji,aman.balaji1183@email.com,9463925049,Meerut,Uttar Pradesh,India,SME,Verified,2015-02-15,705
1184,Prasad Banerjee,prasad.banerjee1184@email.com,9373685835,Nagpur,Maharashtra,India,Corporate,Verified,2017-01-04,870
1185,Hema Chandran,hema.chandran1185@email.com,9563723880,Nashik,Maharashtra,India,SME,Verified,2011-12-01,623
1186,Suresh Chauhan,suresh.chauhan1186@email.com,9702998820,Meerut,Uttar Pradesh,India,Retail,Verified,2011-05-07,800
1187,Rani Bose,rani.bose1187@email.com,9408839723,Nashik,Maharashtra,India,Retail,Verified,2019-06-27,526
1188,Yogesh Sinha,yogesh.sinha1188@email.com,9340781088,Lucknow,Uttar Pradesh,India,Retail,Verified,2013-06-21,746
1189,Kavitha Das,kavitha.das1189@email.com,9342836476,Ranchi,Jharkhand,India,HNI,Verified,2016-04-01,866
1190,Sekhar Khanna,sekhar.khanna1190@email.com,9790092970,Patna,Bihar,India,SME,Verified,2023-10-06,772
1191,Rani Mehta,rani.mehta1191@email.com,9293720285,Ludhiana,Punjab,India,SME,Verified,2015-12-31,607
1192,Harish Tripathi,harish.tripathi1192@email.com,9253815116,Chandigarh,Punjab,India,Retail,Verified,2010-02-20,592
1193,Hemant Jha,hemant.jha1193@email.com,9901131404,Kanpur,Uttar Pradesh,India,Retail,Verified,2010-09-09,546
1194,Padma Pillai,padma.pillai1194@email.com,9874807770,Kanpur,Uttar Pradesh,India,Retail,Verified,2018-04-20,659
1195,Kamala Thakur,kamala.thakur1195@email.com,9910069356,Vadodara,Gujarat,India,HNI,Pending,2013-06-28,760
1196,Sudha Patel,sudha.patel1196@email.com,9751842899,Nashik,Maharashtra,India,Retail,Verified,2019-07-06,748
1197,Venkat Chatterjee,venkat.chatterjee1197@email.com,9219066986,Jaipur,Rajasthan,India,Retail,Verified,2017-09-28,720
1198,Ganesh Misra,ganesh.misra1198@email.com,9336779871,Nashik,Maharashtra,India,HNI,Verified,2016-12-01,731
1199,Krishnan Rajendran,krishnan.rajendran1199@email.com,9920511515,Delhi,Delhi,India,Retail,Verified,2014-09-27,570
1200,Dinesh Pandey,dinesh.pandey1200@email.com,9238712095,Surat,Gujarat,India,Retail,Verified,2019-08-29,589
1201,Santosh Venkatesh,santosh.venkatesh1201@email.com,9526351920,Faridabad,Haryana,India,Retail,Verified,2017-12-11,536
1202,Tarun Desai,tarun.desai1202@email.com,9560940492,Nagpur,Maharashtra,India,Retail,Pending,2017-01-08,794
1203,Jyoti Banerjee,jyoti.banerjee1203@email.com,9448717183,Faridabad,Haryana,India,HNI,Verified,2019-02-01,725
1204,Usha Goel,usha.goel1204@email.com,9568915703,Ludhiana,Punjab,India,Retail,Verified,2018-02-12,545
1205,Kavitha Shah,kavitha.shah1205@email.com,9900801837,Nagpur,Maharashtra,India,HNI,Verified,2018-11-17,799
1206,Sarala Verma,sarala.verma1206@email.com,9647556857,Surat,Gujarat,India,Corporate,Verified,2012-07-23,835
1207,Ramesh Arora,ramesh.arora1207@email.com,9210385522,Chandigarh,Punjab,India,Retail,Verified,2013-04-24,620
1208,Sanjay Mishra,sanjay.mishra1208@email.com,9929839316,Ahmedabad,Gujarat,India,Retail,Verified,2011-09-10,590
1209,Nitin Krishnan,nitin.krishnan1209@email.com,9706118438,Indore,Madhya Pradesh,India,Corporate,Verified,2020-01-26,874
1210,Pawan Kulkarni,pawan.kulkarni1210@email.com,9572191734,Ludhiana,Punjab,India,Retail,Rejected,2017-02-02,577
1211,Deepa Menon,deepa.menon1211@email.com,9477895080,Indore,Madhya Pradesh,India,HNI,Verified,2023-04-07,734
1212,Gopal Nair,gopal.nair1212@email.com,9182389284,Coimbatore,Tamil Nadu,India,Retail,Verified,2018-04-09,646
1213,Pawan Kapoor,pawan.kapoor1213@email.com,9723123952,Ranchi,Jharkhand,India,Retail,Verified,2018-08-16,736
1214,Girish Agarwal,girish.agarwal1214@email.com,9302120588,Meerut,Uttar Pradesh,India,SME,Verified,2022-10-28,766
1215,Kamala Rajendran,kamala.rajendran1215@email.com,9970768982,Bhopal,Madhya Pradesh,India,HNI,Pending,2020-02-08,746
1216,Sarala Shukla,sarala.shukla1216@email.com,9571825556,Bangalore,Karnataka,India,HNI,Verified,2015-07-23,832
1217,Padma Rajan,padma.rajan1217@email.com,9538912794,Ludhiana,Punjab,India,Retail,Verified,2016-05-06,698
1218,Sonal Bose,sonal.bose1218@email.com,9454002758,Nashik,Maharashtra,India,HNI,Verified,2017-07-04,736
1219,Suresh Balaji,suresh.balaji1219@email.com,9457944766,Nashik,Maharashtra,India,Retail,Verified,2023-07-09,576
1220,Amit Natarajan,amit.natarajan1220@email.com,9738920648,Nashik,Maharashtra,India,Retail,Verified,2018-10-16,566
1221,Rohit Joshi,rohit.joshi1221@email.com,9819532005,Coimbatore,Tamil Nadu,India,HNI,Verified,2017-05-14,752
